id;eng_title;rus_title;rating
572962;Split;Сплит (2017);8
572962;Horrible Bosses 2;Несносные боссы 2 (2014);
572962;Storks;Аисты (2016);
572962;Mother's Day;Несносные леди (2016);
572962;Monte Carlo;Монте-Карло (2011);
572962;Monster-in-Law;Если свекровь – монстр… (2005);
572962;The Back-up Plan;План Б (2010);
572962; ;Без границ (2015);10
572962;Stuck in Love;Застрял в любви (2012);7
572962; ;Любовь с акцентом (2012);6
572962;50/50;Жизнь прекрасна (2011);9
572962;Eight Below;Белый плен (2005);9
572962;Inside Out;Головоломка (2015);9
572962;Sudan;Судан (1945);9
572962;Deliver Us from Evil;Избави нас от лукавого (2014);4
572962;The Maze Runner;Бегущий в лабиринте (2014);8
572962;In Her Shoes;Подальше от тебя (2005);
572962;What to Expect When You're Expecting;Чего ждать, когда ждешь ребенка (2012);
572962;What Happens in Vegas;Однажды в Вегасе (2008);
572962;The Other Woman;Другая женщина (2014);
572962;Plastic;Пластик (2014);9
572964;Aladdin;Аладдин (2019);9
572964; ;Проигранное место (2018);1
572964;Sen to Chihiro no kamikakushi;Унесённые призраками (2001);5
572964; ;Движение вверх (2017);4
572964; ;Взломать блогеров (2016);1
572964; ;Притяжение (2017);1
572964; ;Страна чудес (2015);1
572964; ;Мафия: Игра на выживание (2016);1
572964; ;Женщины против мужчин (2015);1
572964; ;Что творят мужчины! 2 (2015);1
572964; ;Землетрясение (2016);4
572964;The Game;Игра (1997);9
572964;The Truman Show;Шоу Трумана (1998);8
572964;Django Unchained;Джанго освобожденный (2012);10
572964; ;...А зори здесь тихие (1972);10
572964;Scent of a Woman;Запах женщины (1992);9
572964; ;Джентльмены удачи (1971);10
572964;The Dark Knight;Темный рыцарь (2008);6
572964;Catch Me If You Can;Поймай меня, если сможешь (2002);7
572964;A Beautiful Mind;Игры разума (2001);9
572964;Intouchables;1+1 (2011);9
572964;Legend of the Guardians: The Owls of Ga’Hoole;Легенды ночных стражей (2010);10
572964;Sucker Punch;Запрещенный прием (2011);10
572964;Serenity;Миссия «Серенити» (2005);10
572964;How to Train Your Dragon;Как приручить дракона (2010);10
572964;Inception;Начало (2010);6
572964;Tron;Трон: Наследие (2010);7
572964;The Expendables;Неудержимые (2010);6
572964;Taegeukgi hwinallimyeo;38-я параллель (2004);10
572964;Training Day;Тренировочный день (2001);9
572964;Aladdin;Аладдин (1992);7
572964;Shutter Island;Остров проклятых (2009);8
572964;Brother;Брат якудзы (2000);9
572964;Cidade de Deus;Город бога (2002);8
572964;Sin City;Город грехов (2005);9
572964; ;Кавказская пленница, или Новые приключения Шурика (1966);8
572964; ;Брат (1997);8
572964;Back to the Future;Назад в будущее (1985);8
572964; ;Бриллиантовая рука (1968);9
572964;The Book of Eli;Книга Илая (2009);6
572964;S.W.A.T.;S.W.A.T.: Спецназ города ангелов (2003);5
572964;The Men Who Stare at Goats;Безумный спецназ (2009);4
572964;American History X;Американская история X (1998);10
572964;The Lord of the Rings: The Two Towers;Властелин колец: Две крепости (2002);8
572964;The Lord of the Rings: The Fellowship of the Ring;Властелин колец: Братство Кольца (2001);8
572964;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);8
572964;Avatar;Аватар (2009);8
572964;The Matrix;Матрица (1999);8
572964;Terminator 2: Judgment Day;Терминатор 2: Судный день (1991);7
572964;Sherlock Holmes;Шерлок Холмс (2009);10
572967;Erreway: 4 caminos;Четыре дороги (2004);
572972;Horrible Bosses 2;Несносные боссы 2 (2014);10
572972; ;Всё и сразу (2013);7
572972;Moonrise Kingdom;Королевство полной луны (2012);8
572972; ;Брат 2 (2000);7
572972; ;Брат (1997);8
572972;Bolt;Вольт (2008);7
572972;Belle;Белль (2013);6
572972;The Fault in Our Stars;Виноваты звезды (2014);9
572972;A Walk to Remember;Спеши любить (2002);8
572972;Teenage Mutant Ninja Turtles;Черепашки-ниндзя (2014);1
572972; ;Война (2002);8
572972;The Purge: Anarchy;Судная ночь 2 (2014);3
572972;Starred Up;От звонка до звонка (2013);7
572972;The Other Woman;Другая женщина (2014);6
572972;Guardians of the Galaxy;Стражи Галактики (2014);7
572972;Palo Alto;Пало-Альто (2013);3
572972;Flushed Away;Смывайся (2006);7
572972;Kingdom of Heaven;Царство небесное (2005);7
572972;Beethoven;Бетховен (1992);7
572972;Pirates of the Caribbean: On Stranger Tides;Пираты Карибского моря: На странных берегах (2011);7
572972;Charlie and the Chocolate Factory;Чарли и шоколадная фабрика (2005);7
572972; ;Карлик Нос (2003);7
572972;The A-Team;Команда «А» (2010);7
572972;Ngo si seoi;Кто я? (1998);8
572972;Gremlins;Гремлины (1984);8
572972;Cars;Тачки (2006);8
572972;Clerks.;Клерки (1994);8
572972;This Is 40;Любовь по-взрослому (2012);6
572972;Angels & Demons;Ангелы и Демоны (2009);7
572972;A Series of Unfortunate Events;Лемони Сникет: 33 несчастья (2004);7
572972;17 Again;Папе снова 17 (2009);7
572972;Wrong Turn;Поворот не туда (2003);7
572972;Ringu;Звонок (1998);7
572972;Predator;Хищник (1987);8
572972;Cowboys & Aliens;Ковбои против пришельцев (2011);6
572972;Face/Off;Без лица (1997);8
572972;King Kong;Кинг Конг (2005);8
572972;Hot Fuzz;Типа крутые легавые (2007);7
572972;National Treasure: Book of Secrets;Сокровище нации: Книга Тайн (2007);7
572972;National Treasure;Сокровище нации (2004);7
572972;My Week with Marilyn;7 дней и ночей с Мэрилин (2011);7
572972;Men in Black;Люди в черном (1997);8
572972;1408;1408 (2007);7
572972;RoboCop;Робокоп (1987);8
572972;Jurassic Park;Парк Юрского периода (1993);8
572972;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Борат (2006);7
572972;Despicable Me 2;Гадкий я 2 (2013);6
572972;Alice in Wonderland;Алиса в Стране чудес (2010);7
572972;Despicable Me;Гадкий я (2010);8
572972;Chinese Zodiac;Доспехи Бога 3: Миссия Зодиак (2012);6
572974; ;4 дня в мае (2011);8
572974;The Grey;Схватка (2011);5
572974; ;Ржевский против Наполеона (2012);1
572974;Underworld Awakening;Другой мир: Пробуждение (2012);7
572974;Tower Heist;Как украсть небоскреб (2011);7
572974;Seeking Justice;Голодный кролик атакует (2011);7
572974; ;Камень (2011);8
572974;Hodejegerne;Охотники за головами (2011);8
572974;Johnny English Reborn;Агент Джонни Инглиш: Перезагрузка (2011);7
572974;Trespass;Что скрывает ложь (2011);7
572974; ;Бой с тенью 3D: Последний раунд (2011);7
572974;Limitless;Области тьмы (2011);9
572974; ;Дом (2011);10
572974; ;Жила-была одна баба (2011);9
572974; ;Сибирь. Монамур (2011);9
572974;Killer Elite;Профессионал (2011);7
572974;The Devil's Double;Двойник дьявола (2011);7
572974;Dream House;Дом грёз (2011);7
572974;Final Destination 5;Пункт назначения 5 (2011);6
572974;Colombiana;Коломбиана (2011);7
572974;In Time;Время (2011);7
572974;Immortals;Война Богов: Бессмертные (2011);8
572974; ;Высоцкий. Спасибо, что живой (2011);10
572974;Hwang hae;Жёлтое море (2010);10
572974;Tangshan da dizhen;Землетрясение (2010);10
572974; ;Суперменеджер, или Мотыга судьбы (2010);1
572974;Salt;Солт (2010);5
572974;Prince of Persia: The Sands of Time;Принц Персии: Пески времени (2010);8
572974;Alice in Wonderland;Алиса в Стране чудес (2010);8
572974;The Crazies;Безумцы (2010);8
572974;Undisputed III: Redemption;Неоспоримый 3 (2010);9
572974; ;Утомленные солнцем 2: Предстояние (2010);2
572974;L'immortel;22 пули: Бессмертный (2010);9
572974;Frozen;Замёрзшие (2010);8
572974;Celda 211;Камера 211 (2009);9
572974;From Paris with Love;Из Парижа с любовью (2009);10
572974;The Boondock Saints II: All Saints Day;Святые из Бундока 2: День всех святых (2009);8
572974;Daybreakers;Воины света (2009);7
572974;Edge of Darkness;Возмездие (2010);8
572974;Nature's Grave;Опасная природа (2008);7
572974;Avatar;Аватар (2009);10
572974;Paranormal Activity;Паранормальное явление (2007);3
572974;Blood and Bone;Кровь и кость (2009);9
572974; ;Кавказская пленница, или Новые приключения Шурика (1966);10
572974; ;В бой идут одни «старики» (1973);10
572974; ;Джентльмены удачи (1971);10
572974; ;Бриллиантовая рука (1968);10
572974; ;Операция «Ы» и другие приключения Шурика (1965);10
572974; ;Иван Васильевич меняет профессию (1973);10
572977;Harry Potter and the Goblet of Fire;Гарри Поттер и Кубок огня (2005);10
572977;Seven Pounds;Семь жизней (2008);8
572977;Slumdog Millionaire;Миллионер из трущоб (2008);8
572977;The Curious Case of Benjamin Button;Загадочная история Бенджамина Баттона (2008);5
572977;Changeling;Подмена (2008);7
572977;Gran Torino;Гран Торино (2008);10
572977;WALL·E;ВАЛЛ·И (2008);9
572977;Fast & Furious;Форсаж 4 (2009);5
572977;He's Just Not That Into You;Обещать – не значит жениться (2008);9
572977;Angels & Demons;Ангелы и Демоны (2009);4
572977;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);9
572977;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);1
572977;Los abrazos rotos;Разомкнутые объятия (2009);2
572977;The Proposal;Предложение (2009);7
572977;Star Trek;Звездный путь (2009);6
572977;The Hangover;Мальчишник в Вегасе (2009);10
572977;Ice Age: Dawn of the Dinosaurs;Ледниковый период 3: Эра динозавров (2009);10
572978;Gold;Золото (2016);9
572978; ;Никита Кожемяка (2016);10
572978;Doctor Strange;Доктор Стрэндж (2016);8
572978; ;Дурак (2014);9
572978;Mandariinid;Мандарины (2013);9
572978;The Help;Прислуга (2011);9
572978;Il buono, il brutto, il cattivo;Хороший, плохой, злой (1966);8
572978;Interstellar;Интерстеллар (2014);10
572978;The Hateful Eight;Омерзительная восьмерка (2015);9
572978;Perfetti sconosciuti;Идеальные незнакомцы (2015);10
572978;The Revenant;Выживший (2015);10
572978; ;Крым. Путь на Родину (2015);1
572978; ;Президент (2015);1
572978; ;Левиафан (2014);10
572978; ;Игра в правду (2013);9
572978; ;Сталинград (2013);10
572978; ;Околофутбола (2013);9
572978;The Fighter;Боец (2010);8
572978; ;Золотой телёнок (1968);9
572978; ;2 дня (2011);8
572978;The Curious Case of Benjamin Button;Загадочная история Бенджамина Баттона (2008);8
572978; ;Легенда №17 (2012);9
572978;Life of Pi;Жизнь Пи (2012);8
572978;Django Unchained;Джанго освобожденный (2012);8
572978;Movie 43;Муви 43 (2013);10
572978; ;Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей (1981);9
572978;Cloud Atlas;Облачный атлас (2012);9
572978;Savages;Особо опасны (2012);9
572978;Equilibrium;Эквилибриум (2002);9
572978; ;Духless (2011);10
572978;Warrior;Воин (2011);9
572978; ;Олигарх (2002);10
572978;Intouchables;1+1 (2011);9
572978;Klitschko;Кличко (2011);9
572978; ;8 первых свиданий (2012);9
572978; ;Бабло (2011);10
572978;Love Actually;Реальная любовь (2003);10
572978; ;Дом (2011);9
572978; ;Папа (2004);9
572978;American Gangster;Гангстер (2007);9
572978;Man on Fire;Гнев (2004);9
572978;Blow;Кокаин (2001);8
572978; ;Приключения Шерлока Холмса и доктора Ватсона: Охота на тигра (1980);9
572978;Pay It Forward;Заплати другому (2000);8
572978; ;Жмурки (2005);10
572978;Spread;Бабник (2008);9
572978;Body of Lies;Совокупность лжи (2008);9
572978; ;Поп (2009);9
572978;A Good Year;Хороший год (2006);10
572978;Fracture;Перелом (2007);8
572979;The Girl with the Dragon Tattoo;Девушка с татуировкой дракона (2011);9
572979;Inception;Начало (2010);10
572982;Master and Commander: The Far Side of the World;Хозяин морей: На краю Земли (2003);9
572982;White Squall;Белый шквал (1995);9
572982;Bronson;Бронсон (2008);8
572982;Pulp Fiction;Криминальное чтиво (1994);9
572982;The Shawshank Redemption;Побег из Шоушенка (1994);10
572982;The Green Mile;Зеленая миля (1999);10
572982;Forrest Gump;Форрест Гамп (1994);10
572982;Iron Man;Железный человек (2008);4
572982;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);4
572982;The Bourne Ultimatum;Ультиматум Борна (2007);7
572982;Fight Club;Бойцовский клуб (1999);10
572983;Hauru no ugoku shiro;Ходячий замок (2004);9
572983;Avatar;Аватар (2009);10
572983;Memoirs of a Geisha;Мемуары гейши (2005);10
572983;Kate & Leopold;Кейт и Лео (2001);9
572983;Enchanted;Зачарованная (2007);9
572983;Nanny McPhee;Моя ужасная няня (2005);8
572983;Ella Enchanted;Заколдованная Элла (2004);9
572983;A Series of Unfortunate Events;Лемони Сникет: 33 несчастья (2004);8
572983;The Golden Compass;Золотой компас (2007);6
572983;Stardust;Звездная пыль (2007);9
572983;The Emperor's New Groove;Похождения императора (2000);9
572983;Titan A.E.;Титан: После гибели Земли (2000);8
572983;Treasure Planet;Планета сокровищ (2002);8
572983;Sinbad: Legend of the Seven Seas;Синдбад: Легенда семи морей (2003);8
572983;The Road to El Dorado;Дорога на Эльдорадо (2000);8
572983;Chicken Run;Побег из курятника (2000);9
572983;10,000 BC;10 000 лет до н.э. (2008);8
572983;Apocalypto;Апокалипсис (2006);9
572983;The Incredibles;Суперсемейка (2004);10
572983;Spirit: Stallion of the Cimarron;Спирит: Душа прерий (2002);10
572983;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
572983;Twilight;Сумерки (2008);10
572983;Made of Honor;Друг невесты (2008);9
572983;The Ugly Truth;Голая правда (2009);9
572983;WALL·E;ВАЛЛ·И (2008);10
572983;The King and I;Король и я (1999);9
572983; ;Иван Васильевич меняет профессию (1973);10
572983;Back to the Future Part II;Назад в будущее 2 (1989);8
572983;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);9
572983;Harry Potter and the Half-Blood Prince;Гарри Поттер и Принц-полукровка (2009);8
572983;Sen to Chihiro no kamikakushi;Унесённые призраками (2001);9
572983;Harry Potter and the Sorcerer's Stone;Гарри Поттер и философский камень (2001);9
572983;Mean Girls;Дрянные девчонки (2004);8
572983;Hancock;Хэнкок (2008);7
572983;Men in Black;Люди в черном (1997);10
572983;Troy;Троя (2004);9
572983;I Am Legend;Я – легенда (2007);8
572983;I, Robot;Я, робот (2004);10
572983;King Arthur;Король Артур (2004);7
572983;Kingdom of Heaven;Царство небесное (2005);9
572983;The Matrix;Матрица (1999);10
572983;Interview with the Vampire: The Vampire Chronicles;Интервью с вампиром (1994);10
572983;The Skeleton Key;Ключ от всех дверей (2005);8
572983;Slumdog Millionaire;Миллионер из трущоб (2008);8
572983;The Butterfly Effect;Эффект бабочки (2003);9
572983;Silent Hill;Сайлент Хилл (2006);7
572983;Mirrors;Зеркала (2008);8
572983;The Ring;Звонок (2002);9
572983;Serenity;Миссия «Серенити» (2005);10
572983;Star Wars: Episode I - The Phantom Menace;Звёздные войны: Эпизод 1 – Скрытая угроза (1999);10
572987;Lock, Stock and Two Smoking Barrels;Карты, деньги, два ствола (1998);10
572987;Taken;Заложница (2007);8
572987;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);7
572987; ;Самый лучший фильм 2 (2009);1
572987;L.A. Confidential;Секреты Лос-Анджелеса (1997);9
572987;Seven Pounds;Семь жизней (2008);8
572987;Amores perros;Сука-любовь (2000);7
572987;Avatar;Аватар (2009);7
572987;Se7en;Семь (1995);8
572987;Scent of a Woman;Запах женщины (1992);10
572987;American History X;Американская история X (1998);9
572987;Gladiator;Гладиатор (2000);10
572987; ;Иван Васильевич меняет профессию (1973);1
572987; ;Операция «Ы» и другие приключения Шурика (1965);1
572987;Knockin' on Heaven's Door;Достучаться до небес (1997);10
572987;Fight Club;Бойцовский клуб (1999);10
572987;Pulp Fiction;Криминальное чтиво (1994);10
572987;Once Upon a Time in America;Однажды в Америке (1983);10
572987;I Love You Phillip Morris;Я люблю тебя, Филлип Моррис (2008);1
572987;The Spy Next Door;Шпион по соседству (2009);1
572987;Brothers;Братья (2009);8
572987; ;Любовь в большом городе 2 (2010);1
572987;Din lo jing juen;Лунатики (1986);1
572987;Million Dollar Baby;Малышка на миллион (2004);10
572987;Man on Fire;Гнев (2004);10
572987;Fighting;Бой без правил (2009);1
572987;Black Crescent Moon;Рождение черной луны (2008);1
572987;The Shawshank Redemption;Побег из Шоушенка (1994);10
572987;Cadillac Records;Кадиллак Рекордс (2008);10
572987;Another Gay Sequel: Gays Gone Wild!;Голубой пирог 2: Парни идут вразнос! (2008);1
572987;Another Gay Movie;Голубой пирог (2006);1
572987;The Specialist;Специалист (1994);7
572987;The Cutting Edge 3: Chasing the Dream;Золотой лед 3: В погоне за мечтой (2008);1
572987;Raging Bull;Бешеный бык (1980);10
572988; ;Мамы (2012);7
572988;Phone Booth;Телефонная будка (2002);8
572988;Moneyball;Человек, который изменил всё (2011);8
572988;Tucker and Dale vs Evil;Убойные каникулы (2010);8
572988;The Cabin in the Woods;Хижина в лесу (2011);7
572988;Les Lyonnais;Неприкасаемые (2011);6
572988;L'ennemi public n°1;Враг государства №1: Легенда (2008);7
572988;Planet Terror;Планета страха (2007);8
572988;Rocky;Рокки (1976);10
572988;The Vow;Клятва (2012);7
572988;Gone in Sixty Seconds;Угнать за 60 секунд (2000);6
572988;Taxi;Такси (1998);7
572988;The Transporter;Перевозчик (2002);6
572988;xXx;Три икса (2002);5
572988;Death Race;Смертельная гонка (2008);5
572988;Point Break;На гребне волны (1991);7
572988;Taxi 2;Такси 2 (2000);5
572988;Driven;Гонщик (2001);4
572988;Transporter 3;Перевозчик 3 (2008);5
572988;Pik lik foh;Громобой (1995);7
572988;Moonrise Kingdom;Королевство полной луны (2012);10
572988;Intouchables;1+1 (2011);10
572988;The Usual Suspects;Подозрительные лица (1995);8
572988;I Am Number Four;Я – Четвертый (2011);6
572988;The Ugly Truth;Голая правда (2009);7
572988;Killers;Киллеры (2010);7
572988;Mr. & Mrs. Smith;Мистер и миссис Смит (2005);6
572988;Knight and Day;Рыцарь дня (2010);6
572988;Serving Sara;Мошенники (2002);6
572988;Date Night;Безумное свидание (2010);7
572988;Hitch;Правила съема: Метод Хитча (2005);7
572988;Bird on a Wire;Птичка на проводе (1990);7
572988;Revolver;Револьвер (2005);8
572988;In Bruges;Залечь на дно в Брюгге (2007);7
572988; ;Жмурки (2005);5
572988;The Town;Город воров (2010);5
572988;The Code;Кодекс вора (2008);6
572988;Chaos;Хаос (2005);7
572988;The Lincoln Lawyer;Линкольн для адвоката (2011);8
572988;Indiana Jones and the Kingdom of the Crystal Skull;Индиана Джонс и Королевство хрустального черепа (2008);10
572988;Raiders of the Lost Ark;Индиана Джонс: В поисках утраченного ковчега (1981);10
572988;Angels & Demons;Ангелы и Демоны (2009);10
572988;The Da Vinci Code;Код Да Винчи (2006);10
572988;National Treasure;Сокровище нации (2004);7
572988;National Treasure: Book of Secrets;Сокровище нации: Книга Тайн (2007);7
572988;The Other Guys;Копы в глубоком запасе (2010);6
572988;Bad Boys II;Плохие парни 2 (2003);7
572988;Bad Boys;Плохие парни (1995);7
572988;Starsky & Hutch;Старски и Хатч (2004);7
572989;The Silence of the Lambs;Молчание ягнят (1990);10
572989;Control;Контроль (2007);9
572989;Gandhi;Ганди (1982);9
572989;This Is England;Это – Англия (2006);10
572989;American History X;Американская история X (1998);10
572998;Don't Breathe;Не дыши (2015);8
572998;Assassin's Creed;Кредо убийцы (2016);2
572998;Mama;Мама (2013);10
572998;Kick-Ass;Пипец (2010);10
572998;Fright Night;Ночь страха (1985);10
572998;Zombieland;Добро пожаловать в Zомбилэнд (2009);10
572998;A Nightmare on Elm Street;Кошмар на улице Вязов (1984);10
572998;Without Warning;Без предупреждения (1980);10
572998; ;Самый лучший фильм (2007);1
572998;Drag Me to Hell;Затащи меня в Ад (2009);10
572998;Silent Hill;Сайлент Хилл (2006);10
572998;Friday the 13th;Пятница 13-е (2009);9
572998;The Amityville Horror;Ужас Амитивилля (2005);8
572998;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);10
572999;Harry Potter and the Prisoner of Azkaban;Гарри Поттер и узник Азкабана (2004);10
572999; ;Дневной дозор (2005);10
572999; ;Ночной дозор (2004);10
572999; ;Обитаемый остров: Схватка (2009);1
572999; ;Обитаемый остров (2008);1
572999;Star Wars: Episode III - Revenge of the Sith;Звёздные войны: Эпизод 3 – Месть ситхов (2005);10
572999;Star Wars: Episode II - Attack of the Clones;Звёздные войны: Эпизод 2 – Атака клонов (2002);10
572999;Awake;Наркоз (2007);10
572999;Jumper;Телепорт (2008);10
572999;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);1
572999;Valkyrie;Операция «Валькирия» (2008);8
572999;Keith;Кит (2008);10
573004;Knight and Day;Рыцарь дня (2010);5
573004;Avatar;Аватар (2009);10
573004;Titanic;Титаник (1997);10
573004;Surrogates;Суррогаты (2009);10
573004;Zombieland;Добро пожаловать в Zомбилэнд (2009);10
573004;I, Robot;Я, робот (2004);10
573004;Next Day Air;Доставка завтра авиапочтой (2009);5
573004; ;ЖАRА (2006);10
573004;I Love You, Man;Люблю тебя, чувак (2008);10
573004;The Hangover;Мальчишник в Вегасе (2009);10
573004;The Ring;Звонок (2002);10
573004;Ice Age;Ледниковый период (2002);10
573004;The Hole;Яма (2001);10
573007; ;Звезда (2002);10
573007;Thor: The Dark World;Тор 2: Царство тьмы (2013);9
573007;Fight Club;Бойцовский клуб (1999);9
573007;The Thing;Нечто (2011);9
573007;Batman v Superman: Dawn of Justice;Бэтмен против Супермена: На заре справедливости (2016);9
573007;Warcraft;Варкрафт (2016);8
573007; ;Зима в огне (2015);1
573007;Intouchables;1+1 (2011);10
573007;Knock Knock;Кто там (2014);2
573007;Pandorum;Пандорум (2009);8
573007;Serendipity;Интуиция (2001);
573007;Outlander;Викинги против пришельцев (2008);8
573007;The Avengers;Мстители (2012);10
573007;Pride & Prejudice;Гордость и предубеждение (2005);10
573007;Mad Max: Fury Road;Безумный Макс: Дорога ярости (2015);10
573007;Harry Potter and the Deathly Hallows: Part 2;Гарри Поттер и Дары Смерти: Часть II (2011);10
573007;Elizabeth: The Golden Age;Золотой век (2007);
573007;Elizabeth;Елизавета (1998);
573007;The Other Boleyn Girl;Еще одна из рода Болейн (2008);
573007;Anonymous;Аноним (2011);8
573007;The Hobbit: An Unexpected Journey;Хоббит: Нежданное путешествие (2012);10
573007;Law Abiding Citizen;Законопослушный гражданин (2009);
573007;Death Race;Смертельная гонка (2008);
573007;The Godfather: Part III;Крестный отец 3 (1990);
573007;Ghost;Привидение (1990);
573007;Equilibrium;Эквилибриум (2002);
573007;The Godfather: Part II;Крестный отец 2 (1974);10
573007;Harry Potter and the Deathly Hallows: Part 1;Гарри Поттер и Дары Смерти: Часть I (2010);10
573007;Inception;Начало (2010);10
573007;Casino Royale;Казино Рояль (2006);10
573007;Artificial Intelligence: AI;Искусственный разум (2001);10
573007;Million Dollar Baby;Малышка на миллион (2004);10
573007;Ratatouille;Рататуй (2007);10
573007;The Lord of the Rings: The Two Towers;Властелин колец: Две крепости (2002);10
573007;The Lord of the Rings: The Fellowship of the Ring;Властелин колец: Братство Кольца (2001);10
573007;Titanic;Титаник (1997);10
573007;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);10
573007;Terminator 2: Judgment Day;Терминатор 2: Судный день (1991);10
573007;Alien;Чужой (1979);10
573007;The Terminal;Терминал (2004);10
573007;Aliens;Чужие (1986);10
573007;Monsters, Inc.;Корпорация монстров (2001);10
573007;The Dark Knight;Темный рыцарь (2008);10
573007;Braveheart;Храброе сердце (1995);10
573007;Catch Me If You Can;Поймай меня, если сможешь (2002);10
573007;The Matrix;Матрица (1999);10
573007;The Pianist;Пианист (2002);10
573007;WALL·E;ВАЛЛ·И (2008);10
573007;Gladiator;Гладиатор (2000);10
573007;The Prestige;Престиж (2006);10
573018;Candy;Кэнди (2005);9
573019;Anthony Zimmer;Неуловимый (2005);10
573019;Twilight;Сумерки (2008);10
573020; ;В начале славных дел (1980);10
573022; ;Дикари (2006);10
573022; ;Курьер (1986);10
573022;Dreamcatcher;Ловец снов (2003);10
573022; ;Бумер (2003);10
573022;The Ring;Звонок (2002);10
573022;Necronomicon;Книга мертвых (1993);10
573022;Funny Games;Забавные игры (2007);10
573022;Re-Animator;Реаниматор (1985);10
573022; ;Тегеран-43 (1980);10
573022;L'homme orchestre;Человек-оркестр (1970);10
573025; ;Крым (2017);10
573025;Star Wars: Episode VII - The Force Awakens;Звёздные войны: Пробуждение силы (2015);10
573025;The Martian;Марсианин (2015);10
573025;Mad Max: Fury Road;Безумный Макс: Дорога ярости (2015);10
573025;Fifty Shades of Grey;Пятьдесят оттенков серого (2015);1
573025;The Dark Knight Rises;Темный рыцарь: Возрождение легенды (2012);10
573025;Flickan som lekte med elden;Девушка, которая играла с огнем (2009);9
573025;From Paris with Love;Из Парижа с любовью (2009);8
573025; ;Первый отряд (2009);3
573025;Knowing;Знамение (2009);8
573026;Sayonara no asa ni yakusoku no hana o kazaro;Укрась прощальное утро цветами обещания (2018);10
573026;Anon;Анон (2017);8
573026;The Hunger Games: Mockingjay - Part 2;Голодные игры: Сойка-пересмешница. Часть II (2015);10
573026;The Hunger Games: Mockingjay - Part 1;Голодные игры: Сойка-пересмешница. Часть I (2014);10
573026;The Hunger Games;Голодные игры (2012);10
573026;Silver Linings Playbook;Мой парень – псих (2012);7
573026;Love the Coopers;Любите Куперов (2015);7
573026;The Clapper;Клакер (2017);7
573026;Gringo;Опасный бизнес (2018);8
573026;First Reformed;Дневник пастыря (2017);8
573026;Finding Mother;В Поисках Мамы (2017);10
573026;En man som heter Ove;Вторая жизнь Уве (2015);10
573026; ;Дорога на Берлин (2015);10
573026;Fathers & Daughters;Отцы и дочери (2014);10
573026; ;Орлеан (2015);8
573026;Jennifer's Body;Тело Дженнифер (2009);7
573026;While We're Young;Пока мы молоды (2014);8
573026; ;Бабуся (2003);10
573026;Mamma Mia!;Мамма MIA! (2008);9
573026;Dear John;Дорогой Джон (2010);5
573026;Letters to Juliet;Письма к Джульетте (2010);9
573026;Red Riding Hood;Красная Шапочка (2011);10
573026;In Time;Время (2011);8
573026;Gone;Игра на выживание (2012);8
573026;Lovelace;Лавлэйс (2013);7
573026;A Million Ways to Die in the West;Миллион способов потерять голову (2014);8
573026;Ted 2;Третий лишний 2 (2015);5
573026;The Internship;Кадры (2013);10
573026;No Escape;Выхода нет (2014);10
573026;The Green Mile;Зеленая миля (1999);9
573026;Eyes Wide Shut;С широко закрытыми глазами (1999);2
573026;A Dangerous Method;Опасный метод (2011);10
573026;Birthday Girl;Именинница (2001);10
573026;The Imitation Game;Игра в имитацию (2014);10
573026;Klass;Класс (2007);9
573026;The Amazing Spider-Man 2;Новый Человек-паук: Высокое напряжение (2014);1
573026;Due Date;Впритык (2010);4
573026;The Twilight Saga: Breaking Dawn - Part 2;Сумерки. Сага. Рассвет: Часть 2 (2012);3
573026;The Curious Case of Benjamin Button;Загадочная история Бенджамина Баттона (2008);4
573026;The Hunger Games: Catching Fire;Голодные игры: И вспыхнет пламя (2013);8
573026; ;Зеленый театр в Земфире (2008);9
573026; ;Богиня: Как я полюбила (2004);3
573026; ;Жестокость (2007);3
573026;Die Welle;Эксперимент 2: Волна (2008);9
573026;La Reine Margot;Королева Марго (1994);9
573026; ;Левиафан (2014);10
573026;How to Train Your Dragon 2;Как приручить дракона 2 (2014);5
573026;Divergent;Дивергент (2014);10
573026;Chloe;Хлоя (2009);10
573029;Out of the Dark;Из темноты (2014);8
573029;Ray;Рэй (2004);3
573029; ;Золотой телёнок (1968);5
573029;Dragon Nest: Warriors' Dawn;Гнездо дракона (2014);7
573033;Transformers: Dark of the Moon;Трансформеры 3: Тёмная сторона Луны (2011);7
573033;Pledge This!;Блондинка в шоколаде (2006);1
573033;Enemy at the Gates;Враг у ворот (2001);1
573033;Up;Вверх (2009);10
573033;The Prestige;Престиж (2006);10
